CONSECUTIVO,ID_ENCUESTA,CE_ACCESSIBILITY,CE_CSAT,CE_VALUEFORMONEY,EM_IMMEDIATEATTENTION,EM_NURSING,EM_DOCTOR,EM_OVERALL,AD_TIME,AD_TARRIFFPACKAGESEXPLAINATION,AD_STAFFATTITUDE,INR_ROOMCLEANLINESS,INR_ROOMPEACE,INR_ROOMEQUIPMENT,INR_ROOMAMBIENCE,FNB_FOODQUALITY,FNB_FOODDELIVERYTIME,FNB_DIETICIAN,FNB_STAFFATTITUDE,AE_ATTENDEECARE,AE_PATIENTSTATUSINFO,AE_ATTENDEEFOOD,DOC_TREATMENTEXPLAINATION,DOC_ATTITUDE,DOC_VISITS,DOC_TREATMENTEFFECTIVENESS,NS_CALLBELLRESPONSE,NS_NURSESATTITUDE,NS_NURSEPROACTIVENESS,NS_NURSEPATIENCE,OVS_OVERALLSTAFFATTITUDE,OVS_OVERALLSTAFFPROMPTNESS,OVS_SECURITYATTITUDE,DP_DISCHARGETIME,DP_DISCHARGEQUERIES,DP_DISCHARGEPROCESS,DIASINTERNADO,SCORENPS,NPS
2032,60503,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2033,85246,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2034,27309,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,Promotor
2035,16793,3,3,3,4,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,10,Promotor
2036,85028,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,Promotor
2037,49289,3,2,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,8,Passive
2038,49282,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,Promotor
2039,49283,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,11,10,Promotor
2040,49287,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,8,Passive
2041,10798,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,10,Promotor
2042,10028,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,8,Passive
2043,10027,3,2,2,3,3,2,3,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,Detractor
2044,83973,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,Passive
2045,10792,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,2,1,2,7,8,Passive
2046,21683,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,Promotor
2047,21681,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,8,Passive
2048,91861,4,2,3,4,4,4,3,3,3,4,3,3,3,2,3,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,9,Promotor
2049,33179,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,7,9,Promotor
2050,84383,4,3,3,4,4,4,4,3,3,3,4,4,4,3,1,3,2,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,9,Promotor
2051,10242,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,8,Passive
2052,10240,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,7,Passive
2053,10247,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,Passive
2054,84716,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,Detractor
2055,47342,3,3,3,4,4,4,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,6,10,Promotor
2056,84375,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
2057,51410,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
2058,22887,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,Promotor
2059,67190,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
2060,47349,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,Promotor
2061,5354,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,5,5,Detractor
2062,97357,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,0,Detractor
2063,5351,3,4,4,3,3,2,3,2,2,3,3,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2064,93643,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,10,Promotor
2065,58756,3,3,3,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,9,Promotor
2066,82934,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,Promotor
2067,30152,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
2068,89294,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,Passive
2069,79160,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2070,68215,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
2071,82243,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2072,6555,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,6,8,Passive
2073,6556,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,Promotor
2074,30896,2,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,3,4,3,4,3,3,3,7,7,Passive
2075,54100,3,3,3,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,8,Passive
2076,37870,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,10,Promotor
2077,24485,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,8,Passive
2078,6551,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,2,2,2,3,3,3,3,3,3,7,7,Passive
2079,62013,4,3,3,4,3,4,3,3,3,3,1,2,2,2,2,1,2,2,2,3,2,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,8,Passive
2080,15964,4,4,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,2,1,10,Promotor
2081,34471,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2082,50480,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,4,4,3,1,8,Passive
2083,50951,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,10,Promotor
2084,11308,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,9,Promotor
2085,47285,4,3,3,4,4,4,4,4,3,3,3,3,3,3,2,3,3,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,10,Promotor
2086,47280,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,9,Promotor
2087,11305,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,Passive
2088,55058,3,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,8,Passive
2089,55054,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,6,8,Passive
2090,25826,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,9,Promotor
2091,67990,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,Promotor
2092,67170,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
2093,29757,4,4,3,4,4,4,4,1,3,3,3,3,3,3,2,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,8,Passive
2094,28827,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,4,41,9,Promotor
2095,83814,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,Passive
2096,67178,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,Passive
2097,96486,4,2,1,3,3,4,3,4,2,3,2,3,3,3,2,1,3,1,1,2,3,3,3,3,3,1,2,3,2,1,2,3,1,1,2,4,1,Detractor
2098,98190,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,2,3,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,39,8,Passive
2099,96480,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,9,Promotor
2100,16090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,Promotor
2101,16095,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,Promotor
2102,95786,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,9,Promotor
2103,6660,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,10,Promotor
2104,6661,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,Passive
2105,19519,4,3,4,4,4,4,4,4,3,3,4,4,4,3,2,3,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,6,6,Detractor
2106,19518,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,10,Promotor
2107,65742,4,4,3,4,4,4,4,3,3,3,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,5,9,Promotor
2108,21055,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,3,2,36,9,Promotor
2109,52080,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
2110,47636,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,Passive
2111,97286,3,3,3,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,8,Passive
2112,69660,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,8,4,Detractor
2113,26226,3,3,3,4,4,4,4,2,3,2,4,4,4,4,2,3,4,4,3,4,2,4,4,3,4,2,3,3,3,3,3,4,3,3,3,3,8,Passive
2114,94397,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,Promotor
2115,63190,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,Passive
2116,72432,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,9,Promotor
2117,75214,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,Promotor
2118,75215,4,4,3,4,4,4,4,3,3,3,2,3,3,3,1,4,2,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,8,10,Promotor
2119,45572,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Promotor
2120,4946,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2121,6043,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2122,4949,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,6,Detractor
2123,42728,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,7,10,Promotor
2124,43631,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,Promotor
2125,53139,3,3,2,4,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,8,Passive
2126,89167,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,Promotor
2127,17057,4,4,4,3,4,3,4,3,3,3,2,3,4,3,2,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,10,Promotor
2128,52625,3,3,2,3,3,3,3,3,3,3,2,1,3,2,1,2,2,3,2,3,1,2,3,2,3,1,3,2,3,2,3,2,3,3,3,6,5,Detractor
2129,5106,3,3,3,3,2,4,3,2,3,3,4,4,4,4,3,4,2,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,2,3,3,1,8,Passive
2130,52629,3,2,2,3,3,2,2,3,3,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,3,1,3,2,2,2,6,6,Detractor
2131,13212,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
2132,90082,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,7,9,Promotor
2133,94646,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,Promotor
2134,89555,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,8,Passive
2135,57361,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,6,9,Promotor
2136,57364,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,10,Promotor
2137,90773,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
2138,90776,4,3,4,2,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,4,3,4,3,3,3,4,3,9,Promotor
2139,14978,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,7,9,Promotor
2140,33618,4,3,2,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,9,Promotor
2141,14974,4,4,2,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,8,Passive
2142,14970,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,Passive
2143,94704,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,Promotor
2144,83500,4,3,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Promotor
2145,89510,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,9,Promotor
2146,85763,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,Passive
2147,40107,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,9,Promotor
2148,85832,4,3,3,4,4,4,4,1,2,3,3,3,3,3,3,2,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,1,8,Passive
2149,96363,3,3,2,2,3,4,3,3,3,3,3,2,2,2,1,4,2,3,2,4,1,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,8,Passive
2150,15779,4,3,4,4,4,4,4,3,3,3,3,3,3,3,1,2,3,3,4,4,1,4,4,4,4,3,3,4,3,4,4,3,3,3,3,2,8,Passive
2151,96362,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,4,3,4,3,3,3,3,4,3,13,8,Passive
2152,6865,3,3,2,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,6,8,Passive
2153,6866,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,10,Promotor
2154,96361,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,1,9,Promotor
2155,41677,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,9,Promotor
2156,52627,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
2157,40810,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
2158,8258,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
2159,30836,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,8,Passive
2160,29698,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,9,Promotor
2161,7615,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,9,Promotor
2162,77845,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,9,Promotor
2163,37111,4,3,3,4,4,4,4,2,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,8,Passive
2164,78796,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,10,Promotor
2165,37119,4,3,2,4,4,4,4,3,3,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,6,Detractor
2166,79448,3,3,4,3,3,2,3,2,3,2,2,2,1,2,2,3,3,3,2,1,2,1,1,1,2,1,2,2,2,2,2,3,3,3,3,2,5,Detractor
2167,34643,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,2,4,2,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,1,8,Passive
2168,72363,3,4,4,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,10,Promotor
2169,72497,4,3,3,4,4,4,4,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,4,4,4,0,8,Passive
2170,67870,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
2171,67877,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,9,Promotor
2172,86284,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,10,Promotor
2173,89958,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
2174,23160,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,Promotor
2175,23164,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Promotor
2176,23169,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,8,Passive
2177,61129,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,5,Detractor
2178,22561,4,3,3,4,4,4,4,3,4,4,3,3,3,3,4,2,3,4,3,3,3,4,4,3,3,3,4,3,3,4,3,4,3,4,3,5,7,Passive
2179,22568,3,4,3,4,4,4,4,4,3,4,3,4,3,3,2,2,2,3,4,4,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4,0,9,Promotor
2180,5689,3,3,3,4,4,4,4,3,3,3,3,2,3,2,3,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,Detractor
2181,5687,3,3,3,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,8,Passive
2182,72261,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,6,Detractor
2183,92938,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,9,Promotor
2184,73362,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,Passive
2185,72263,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,9,Promotor
2186,81692,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
2187,81691,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,8,Passive
2188,93040,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,2,10,Promotor
2189,93511,4,3,3,4,4,4,4,3,1,3,3,3,4,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,2,3,2,1,7,Passive
